,epoch,accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives,traintime
26,26,0.9967668652534484,1.0,29.0,0.0085240006446838,0.996315598487854,0.9998725056648254,1407.0,7842.0,0.9900861978530884,6.0,17.0,0.0458242744207382,0.9913793206214904,0.9969403147697448,342.0,1955.0,100.16863050000029
27,27,0.9871753454208374,38.0,81.0,0.058995071798563,0.9897286295890808,0.9951549172401428,1355.0,7805.0,0.9862068891525269,9.0,23.0,0.0553231127560138,0.9883544445037842,0.9954105019569396,336.0,1952.0,100.065967
28,28,0.993102729320526,17.0,47.0,0.0213827230036258,0.994030237197876,0.9978324770927428,1389.0,7826.0,0.9849137663841248,8.0,27.0,0.0557933412492275,0.986363649368286,0.9959204196929932,332.0,1953.0,101.94792959999995
29,29,0.996120274066925,4.0,32.0,0.0114057613536715,0.9959344267845154,0.999489963054657,1404.0,7839.0,0.9849137663841248,5.0,30.0,0.0816426798701286,0.9848942756652832,0.9974502921104432,329.0,1956.0,99.60617469999988
30,30,0.9947192668914796,11.0,38.0,0.014174242503941,0.9951715469360352,0.9985975027084352,1398.0,7832.0,0.984482765197754,4.0,32.0,0.0701603144407272,0.9839115142822266,0.9979602098464966,327.0,1957.0,99.53155819999984
31,31,0.9935337901115416,17.0,43.0,0.0202274303883314,0.994535505771637,0.9978324770927428,1393.0,7826.0,0.9879310131072998,5.0,23.0,0.0445922277867794,0.9883779883384703,0.9974502921104432,336.0,1956.0,99.41044609999972
32,32,0.996228039264679,9.0,26.0,0.0100683905184268,0.9966921210289,0.9988524913787842,1410.0,7834.0,0.990517258644104,3.0,19.0,0.0539430528879165,0.9903894662857056,0.9984701871871948,340.0,1958.0,99.50648610000007
33,33,0.9955814480781556,12.0,29.0,0.0128868082538247,0.9963104128837584,0.9984699487686156,1407.0,7831.0,0.9900861978530884,6.0,17.0,0.0354196690022945,0.9913793206214904,0.9969403147697448,342.0,1955.0,99.46097650000002
34,34,0.9971979856491088,3.0,23.0,0.0069137811660766,0.9970749020576476,0.9996175169944764,1413.0,7840.0,0.9913793206214904,9.0,11.0,0.0391703359782695,0.9943963289260864,0.9954105019569396,348.0,1952.0,99.47398040000007
35,35,0.9984912276268004,2.0,12.0,0.0047096419148147,0.9984719157218932,0.9997450113296508,1424.0,7841.0,0.9918103218078612,8.0,11.0,0.0609317310154438,0.9943991899490356,0.9959204196929932,348.0,1953.0,99.24675680000018
36,36,0.9966591000556946,16.0,15.0,0.0086170509457588,0.9980872273445128,0.9979599714279176,1421.0,7827.0,0.9879310131072998,13.0,15.0,0.045851569622755,0.99235862493515,0.9933707118034364,344.0,1948.0,99.31533219999983
37,37,0.9927793741226196,24.0,43.0,0.0268673952668905,0.9945306777954102,0.9969399571418762,1393.0,7819.0,0.9900861978530884,2.0,21.0,0.0512027218937873,0.989393949508667,0.9989801049232484,338.0,1959.0,99.6055422000004
38,38,0.9975212812423706,9.0,14.0,0.007715318351984,0.9982160925865172,0.9988524913787842,1422.0,7834.0,0.990517258644104,5.0,17.0,0.0632092878222465,0.9913836717605592,0.9974502921104432,342.0,1956.0,99.41212150000001
39,39,0.9987067580223083,4.0,8.0,0.0043576871976256,0.9989805221557616,0.999489963054657,1428.0,7839.0,0.9900861978530884,4.0,19.0,0.060868926346302,0.9903846383094788,0.9979602098464966,340.0,1957.0,99.33541200000036
40,40,0.9967668652534484,13.0,17.0,0.0085629103705286,0.9978335499763488,0.9983424544334412,1419.0,7830.0,0.9849137663841248,1.0,34.0,0.1159766614437103,0.9829488396644592,0.9994900822639464,325.0,1960.0,99.37308519999988
41,41,0.9926716089248656,31.0,37.0,0.0207699202001094,0.9952860474586488,0.9960474371910096,1399.0,7812.0,0.990517258644104,15.0,7.0,0.0491214655339717,0.9964157938957214,0.9923508167266846,352.0,1946.0,99.92387640000015
42,42,0.9918094873428344,35.0,41.0,0.0369780510663986,0.9947764277458192,0.9955374002456664,1395.0,7808.0,0.9883620738983154,9.0,18.0,0.0525935664772987,0.9908629655838012,0.9954105019569396,341.0,1952.0,106.29219689999991
43,43,0.9975212812423706,8.0,15.0,0.0074626025743782,0.9980891942977904,0.9989799857139589,1421.0,7835.0,0.9900861978530884,7.0,16.0,0.0459953323006629,0.9918781518936156,0.9964303970336914,343.0,1954.0,101.55891340000016
44,44,0.9981679320335388,8.0,9.0,0.004314016085118,0.9988526105880736,0.9989799857139589,1427.0,7835.0,0.9918103218078612,3.0,16.0,0.0516080930829048,0.9918946027755736,0.9984701871871948,343.0,1958.0,102.38105589999941
45,45,0.9955814480781556,19.0,22.0,0.0143574206158518,0.9971960186958312,0.997577428817749,1414.0,7824.0,0.9896551966667176,7.0,17.0,0.0518722981214523,0.9913749098777772,0.9964303970336914,342.0,1954.0,100.27178749999985
46,46,0.9969824552536012,10.0,18.0,0.0080528687685728,0.9977073073387146,0.9987249970436096,1418.0,7833.0,0.9918103218078612,4.0,15.0,0.046722438186407,0.9923934936523438,0.9979602098464966,344.0,1957.0,100.35094330000084
47,47,0.9985989928245544,5.0,8.0,0.0032687787897884,0.9989803433418274,0.9993624687194824,1428.0,7838.0,0.9913793206214904,3.0,17.0,0.0668703988194465,0.9913924336433412,0.9984701871871948,342.0,1958.0,101.1661425000002
48,48,0.999245584011078,2.0,5.0,0.0028783725574612,0.9993627071380616,0.9997450113296508,1431.0,7841.0,0.9883620738983154,4.0,23.0,0.1171125322580337,0.9883838295936584,0.9979602098464966,336.0,1957.0,101.63398600000073
49,49,0.996120274066925,17.0,19.0,0.0151237044483423,0.9975780844688416,0.9978324770927428,1417.0,7826.0,0.984482765197754,1.0,35.0,0.0796823352575302,0.9824561476707458,0.9994900822639464,324.0,1960.0,102.6853414999996
50,50,0.9977368116378784,7.0,14.0,0.0069728577509522,0.9982165694236756,0.9991074800491332,1422.0,7836.0,0.990517258644104,3.0,19.0,0.0509048923850059,0.9903894662857056,0.9984701871871948,340.0,1958.0,102.84503799999948
51,51,0.9983834624290466,7.0,8.0,0.0043078083544969,0.9989801049232484,0.9991074800491332,1428.0,7836.0,0.9926724433898926,4.0,13.0,0.0489052757620811,0.9934009909629822,0.9979602098464966,346.0,1957.0,101.1670352000001
52,52,0.999137818813324,3.0,5.0,0.0031424146145582,0.9993626475334167,0.9996175169944764,1431.0,7840.0,0.9926724433898926,6.0,11.0,0.0281473323702812,0.994404911994934,0.9969403147697448,348.0,1955.0,105.28615590000027
53,53,0.9945037364959716,23.0,28.0,0.0204590111970901,0.9964321851730348,0.9970674514770508,1408.0,7820.0,0.9926724433898926,7.0,10.0,0.0293089710175991,0.994908332824707,0.9964303970336914,349.0,1954.0,109.5459621
54,54,0.9943959712982178,22.0,30.0,0.0221992582082748,0.9961788058280944,0.9971949458122252,1406.0,7821.0,0.9896551966667176,5.0,19.0,0.0372524745762348,0.9903797507286072,0.9974502921104432,340.0,1956.0,108.40780619999987
55,55,0.9982756972312928,3.0,13.0,0.0045287469401955,0.9983446002006532,0.9996175169944764,1423.0,7840.0,0.9931034445762634,5.0,11.0,0.036964226514101,0.9944077134132384,0.9974502921104432,348.0,1956.0,108.17530710000028
56,56,0.9974135160446168,9.0,15.0,0.0062867631204426,0.9980889558792114,0.9988524913787842,1421.0,7834.0,0.9931034445762634,8.0,8.0,0.0276085920631885,0.9959204196929932,0.9959204196929932,351.0,1953.0,107.02109930000006
57,57,0.9963358044624328,16.0,18.0,0.0163903590291738,0.9977055191993712,0.9979599714279176,1418.0,7827.0,0.9879310131072998,8.0,20.0,0.0374167077243328,0.9898631572723388,0.9959204196929932,339.0,1953.0,106.60583150000002
58,58,0.9965513348579408,12.0,20.0,0.0126966824755072,0.9974525570869446,0.9984699487686156,1416.0,7831.0,0.9909482598304749,4.0,17.0,0.0450164191424846,0.9913880228996276,0.9979602098464966,342.0,1957.0,106.99866909999946
59,59,0.99903005361557,3.0,6.0,0.0027963088359683,0.9992352724075316,0.9996175169944764,1430.0,7840.0,0.9931034445762634,2.0,14.0,0.0458739846944808,0.9929041862487792,0.9989801049232484,345.0,1959.0,104.40054909999981
60,60,0.9996767044067384,1.0,2.0,0.0015221693320199,0.9997450113296508,0.9998725056648254,1434.0,7842.0,0.990517258644104,0.0,22.0,0.0660545825958252,0.9889057278633118,1.0,337.0,1961.0,103.8803468999995
61,61,0.9995689392089844,2.0,2.0,0.0012062540045008,0.9997450113296508,0.9997450113296508,1434.0,7841.0,0.9909482598304749,1.0,20.0,0.0687887296080589,0.9898989796638488,0.9994900822639464,339.0,1960.0,104.0992053
62,62,0.9996767044067384,1.0,2.0,0.0011335399467498,0.9997450113296508,0.9998725056648254,1434.0,7842.0,0.9931034445762634,4.0,12.0,0.0560151413083076,0.993905544281006,0.9979602098464966,347.0,1957.0,105.59557310000037
63,63,0.9995689392089844,2.0,2.0,0.0010383652988821,0.9997450113296508,0.9997450113296508,1434.0,7841.0,0.9931034445762634,3.0,13.0,0.0572016276419162,0.9934043884277344,0.9984701871871948,346.0,1958.0,104.70474130000002
64,64,0.999892234802246,0.0,1.0,0.0007253337535075,0.9998725056648254,1.0,1435.0,7843.0,0.99396550655365,1.0,13.0,0.0645442605018615,0.9934110641479492,0.9994900822639464,346.0,1960.0,101.21430119999968
65,65,0.9995689392089844,2.0,2.0,0.0009554696152918,0.9997450113296508,0.9997450113296508,1434.0,7841.0,0.9913793206214904,4.0,16.0,0.0757522508502006,0.991890549659729,0.9979602098464966,343.0,1957.0,100.79237730000023
66,66,0.9997844696044922,1.0,1.0,0.0007142733084037,0.9998725056648254,0.9998725056648254,1435.0,7842.0,0.992241382598877,3.0,15.0,0.0772275105118751,0.9923973679542542,0.9984701871871948,344.0,1958.0,102.65397070000017
67,67,0.993102729320526,30.0,34.0,0.0209786146879196,0.9956671595573424,0.996174931526184,1402.0,7813.0,0.993534505367279,1.0,14.0,0.0374693423509597,0.9929078221321106,0.9994900822639464,345.0,1960.0,106.31766719999996
68,68,0.9951503276824952,19.0,26.0,0.0157087594270706,0.9966878890991212,0.997577428817749,1410.0,7824.0,0.987500011920929,0.0,29.0,0.0833083391189575,0.9854271411895752,1.0,330.0,1961.0,102.80006669999966
69,69,0.9964435696601868,11.0,22.0,0.014686930924654,0.9971988797187804,0.9985975027084352,1414.0,7832.0,0.9913793206214904,1.0,19.0,0.0454166270792484,0.990399181842804,0.9994900822639464,340.0,1960.0,104.53106399999979
70,70,0.9985989928245544,3.0,10.0,0.004823537543416,0.9987261295318604,0.9996175169944764,1426.0,7840.0,0.9909482598304749,3.0,18.0,0.0351849272847175,0.9908906817436218,0.9984701871871948,341.0,1958.0,104.9676515000001
71,71,0.9996767044067384,0.0,3.0,0.0018724622204899,0.999617636203766,1.0,1433.0,7843.0,0.9918103218078612,2.0,17.0,0.0609622225165367,0.9913967847824096,0.9989801049232484,342.0,1959.0,105.45965700000033
72,72,0.999245584011078,1.0,6.0,0.0017729187384247,0.999235451221466,0.9998725056648254,1430.0,7842.0,0.9909482598304749,3.0,18.0,0.05586414411664,0.9908906817436218,0.9984701871871948,341.0,1958.0,103.46169670000018
73,73,0.9994611740112304,1.0,4.0,0.0015717095229774,0.999490201473236,0.9998725056648254,1432.0,7842.0,0.992241382598877,8.0,10.0,0.0410815924406051,0.9949057698249816,0.9959204196929932,349.0,1953.0,104.46662299999934
74,74,0.996120274066925,15.0,21.0,0.0148568907752633,0.997324526309967,0.998087465763092,1415.0,7828.0,0.9913793206214904,2.0,18.0,0.0337321199476718,0.9908952713012696,0.9989801049232484,341.0,1959.0,105.61558640000021
75,75,0.99903005361557,2.0,7.0,0.0027814097702503,0.999108076095581,0.9997450113296508,1429.0,7841.0,0.993534505367279,3.0,12.0,0.0333392210304737,0.9939086437225342,0.9984701871871948,347.0,1958.0,106.70494830000007
76,76,0.9993533492088318,2.0,4.0,0.0016543599776923,0.9994901418685912,0.9997450113296508,1432.0,7841.0,0.9887930750846864,21.0,5.0,0.098474308848381,0.9974293112754822,0.9892911911010742,354.0,1940.0,105.01868509999986
77,77,0.996228039264679,18.0,17.0,0.0128738954663276,0.997832179069519,0.9977049827575684,1419.0,7825.0,0.9887930750846864,2.0,24.0,0.0475321225821971,0.9878970980644226,0.9989801049232484,335.0,1959.0,101.36004670000057
78,78,0.9996767044067384,0.0,3.0,0.0014882271643728,0.999617636203766,1.0,1433.0,7843.0,0.9909482598304749,7.0,14.0,0.0814654901623725,0.9928861856460572,0.9964303970336914,345.0,1954.0,104.55864960000054
79,79,0.9997844696044922,1.0,1.0,0.0007459287880919,0.9998725056648254,0.9998725056648254,1435.0,7842.0,0.9913793206214904,1.0,19.0,0.0698274597525596,0.990399181842804,0.9994900822639464,340.0,1960.0,105.30207130000053
80,80,0.999892234802246,0.0,1.0,0.0004371317627374,0.9998725056648254,1.0,1435.0,7843.0,0.9909482598304749,2.0,19.0,0.0813826099038124,0.9903943538665771,0.9989801049232484,340.0,1959.0,104.24207399999977
81,81,0.999892234802246,0.0,1.0,0.0003506663779262,0.9998725056648254,1.0,1435.0,7843.0,0.9926724433898926,4.0,13.0,0.0709738954901695,0.9934009909629822,0.9979602098464966,346.0,1957.0,103.16157399999975
82,82,0.9997844696044922,1.0,1.0,0.0003276506322436,0.9998725056648254,0.9998725056648254,1435.0,7842.0,0.9913793206214904,2.0,18.0,0.0747194439172744,0.9908952713012696,0.9989801049232484,341.0,1959.0,108.51696699999957
83,83,0.999892234802246,0.0,1.0,0.0003600958152674,0.9998725056648254,1.0,1435.0,7843.0,0.990517258644104,2.0,20.0,0.0866542607545852,0.989893913269043,0.9989801049232484,339.0,1959.0,105.4532124999987
84,84,0.9997844696044922,1.0,1.0,0.0004017415340058,0.9998725056648254,0.9998725056648254,1435.0,7842.0,0.992241382598877,3.0,15.0,0.085024356842041,0.9923973679542542,0.9984701871871948,344.0,1958.0,105.16162110000005
85,85,0.9997844696044922,1.0,1.0,0.0002572024241089,0.9998725056648254,0.9998725056648254,1435.0,7842.0,0.9909482598304749,3.0,18.0,0.1079306602478027,0.9908906817436218,0.9984701871871948,341.0,1958.0,104.77491080000073
86,86,0.999892234802246,0.0,1.0,0.0002008992014452,0.9998725056648254,1.0,1435.0,7843.0,0.9913793206214904,2.0,18.0,0.1062440797686576,0.9908952713012696,0.9989801049232484,341.0,1959.0,104.46632809999937
87,87,0.9896540641784668,43.0,53.0,0.0427632220089435,0.9932509660720824,0.9945173859596252,1383.0,7800.0,0.9870689511299132,1.0,29.0,0.0714909508824348,0.9854198098182678,0.9994900822639464,330.0,1960.0,103.94863220000116
88,88,0.9928871393203736,31.0,35.0,0.0271503161638975,0.9955397248268129,0.9960474371910096,1401.0,7812.0,0.9870689511299132,1.0,29.0,0.1897208839654922,0.9854198098182678,0.9994900822639464,330.0,1960.0,104.10115849999966
89,89,0.9968746900558472,13.0,16.0,0.0087098851799964,0.9979607462882996,0.9983424544334412,1420.0,7830.0,0.9931034445762634,2.0,14.0,0.0499685667455196,0.9929041862487792,0.9989801049232484,345.0,1959.0,103.63360550000107
90,90,0.999245584011078,1.0,6.0,0.0118283117190003,0.999235451221466,0.9998725056648254,1430.0,7842.0,0.9887930750846864,6.0,20.0,0.115661583840847,0.9898734092712402,0.9969403147697448,339.0,1955.0,107.04832300000089
91,91,0.9950425624847412,22.0,24.0,0.0179421100765466,0.9969407320022584,0.9971949458122252,1412.0,7821.0,0.9896551966667176,1.0,23.0,0.0789971798658371,0.9884014129638672,0.9994900822639464,336.0,1960.0,104.55915749999986
92,92,0.9995689392089844,0.0,4.0,0.0017225970514118,0.9994902610778807,1.0,1432.0,7843.0,0.9909482598304749,1.0,20.0,0.0882305800914764,0.9898989796638488,0.9994900822639464,339.0,1960.0,103.60299170000144
93,93,0.999892234802246,0.0,1.0,0.0005838467623107,0.9998725056648254,1.0,1435.0,7843.0,0.9926724433898926,1.0,16.0,0.1095630154013633,0.9919028282165528,0.9994900822639464,343.0,1960.0,108.65042740000172
94,94,0.999892234802246,0.0,1.0,0.0004009302647318,0.9998725056648254,1.0,1435.0,7843.0,0.9913793206214904,1.0,19.0,0.192328542470932,0.990399181842804,0.9994900822639464,340.0,1960.0,104.41893370000071
95,95,1.0,0.0,0.0,0.0002015036734519,1.0,1.0,1436.0,7843.0,0.9918103218078612,2.0,17.0,0.258371889591217,0.9913967847824096,0.9989801049232484,342.0,1959.0,104.545660400001
96,96,0.999892234802246,1.0,0.0,0.0002275068982271,1.0,0.9998725056648254,1436.0,7842.0,0.992241382598877,1.0,17.0,0.1178104802966117,0.9914011359214784,0.9994900822639464,342.0,1960.0,103.16571199999998
97,97,1.0,0.0,0.0,0.0001079583453247,1.0,1.0,1436.0,7843.0,0.9909482598304749,1.0,20.0,0.1313970386981964,0.9898989796638488,0.9994900822639464,339.0,1960.0,101.90629120000085
98,98,1.0,0.0,0.0,5.480839536176063e-05,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.1314755082130432,0.990899920463562,0.9994900822639464,341.0,1960.0,102.26168990000042
99,99,1.0,0.0,0.0,4.3343046854715794e-05,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.1458351612091064,0.990399181842804,0.9994900822639464,340.0,1960.0,101.14682739999989
100,100,1.0,0.0,0.0,2.978322117996868e-05,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.155038833618164,0.990399181842804,0.9994900822639464,340.0,1960.0,100.90720450000117
101,101,1.0,0.0,0.0,2.321135434613097e-05,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.1621047556400299,0.990399181842804,0.9994900822639464,340.0,1960.0,101.1488186000006
102,102,1.0,0.0,0.0,1.7567461327416822e-05,1.0,1.0,1436.0,7843.0,0.992241382598877,1.0,17.0,0.1633013933897018,0.9914011359214784,0.9994900822639464,342.0,1960.0,102.28353869999955
103,103,1.0,0.0,0.0,1.365139087283751e-05,1.0,1.0,1436.0,7843.0,0.9909482598304749,1.0,20.0,0.1772483438253402,0.9898989796638488,0.9994900822639464,339.0,1960.0,101.84994220000044
104,104,1.0,0.0,0.0,1.072133454727009e-05,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.1892070770263672,0.990399181842804,0.9994900822639464,340.0,1960.0,104.13371740000002
105,105,1.0,0.0,0.0,1.0233570719719864e-05,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.1866845339536667,0.990899920463562,0.9994900822639464,341.0,1960.0,101.54574189999948
106,106,1.0,0.0,0.0,6.474893325503217e-06,1.0,1.0,1436.0,7843.0,0.992241382598877,1.0,17.0,0.190920889377594,0.9914011359214784,0.9994900822639464,342.0,1960.0,100.82434560000002
107,107,1.0,0.0,0.0,5.219771082920488e-06,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.2089284211397171,0.990399181842804,0.9994900822639464,340.0,1960.0,100.12218639999992
108,108,1.0,0.0,0.0,3.833499704342103e-06,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.2260674834251403,0.990399181842804,0.9994900822639464,340.0,1960.0,99.78450499999963
109,109,1.0,0.0,0.0,3.585217200452462e-06,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.2243999540805816,0.990899920463562,0.9994900822639464,341.0,1960.0,99.85754819999966
110,110,1.0,0.0,0.0,2.4625771857245127e-06,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.2401380389928817,0.990399181842804,0.9994900822639464,340.0,1960.0,99.6674421000007
111,111,1.0,0.0,0.0,2.002312157856068e-06,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.2517087459564209,0.990899920463562,0.9994900822639464,341.0,1960.0,99.73929280000084
112,112,1.0,0.0,0.0,1.570324911881471e-06,1.0,1.0,1436.0,7843.0,0.9913793206214904,1.0,19.0,0.2613959610462188,0.990399181842804,0.9994900822639464,340.0,1960.0,99.66906940000081
113,113,1.0,0.0,0.0,1.43853083045542e-06,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.2602156400680542,0.990899920463562,0.9994900822639464,341.0,1960.0,99.85844009999892
114,114,1.0,0.0,0.0,1.217488716065418e-06,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.2698462307453155,0.990899920463562,0.9994900822639464,341.0,1960.0,99.64570110000022
115,115,1.0,0.0,0.0,9.074898912331264e-07,1.0,1.0,1436.0,7843.0,0.992241382598877,1.0,17.0,0.2794204950332641,0.9914011359214784,0.9994900822639464,342.0,1960.0,99.73695489999955
116,116,1.0,0.0,0.0,6.823207741035731e-07,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.2807340025901794,0.990899920463562,0.9994900822639464,341.0,1960.0,101.49570390000008
117,117,1.0,0.0,0.0,6.015167741679761e-07,1.0,1.0,1436.0,7843.0,0.992241382598877,1.0,17.0,0.2810623347759247,0.9914011359214784,0.9994900822639464,342.0,1960.0,101.38425929999903
118,118,1.0,0.0,0.0,5.572171062340203e-07,1.0,1.0,1436.0,7843.0,0.9918103218078612,1.0,18.0,0.3075276017189026,0.990899920463562,0.9994900822639464,341.0,1960.0,99.78960409999854
